"Date","Google","bing","Yahoo!","Baidu","YANDEX","YANDEX RU","Ask Jeeves","DuckDuckGo","Naver","AOL","Haosou","Sogou","Babylon","Shenma","Seznam","Conduit","MSN","Mail.ru","Ecosia","Webcrawler","Daum","CocCoc","StartPagina (Google)","AVG Search","SweetIM","Windows Live","Other"
2016-11,92.99,2.67,2.18,0.83,0.29,0.34,0.04,0.11,0.06,0.06,0.11,0.04,0,0.06,0.03,0,0.05,0.05,0,0.01,0.03,0.01,0.01,0,0,0,0.04
2016-12,92.57,2.75,2.09,1.05,0.38,0.44,0.04,0.12,0.06,0.06,0.1,0.04,0,0.08,0.03,0,0.04,0.08,0,0.01,0.02,0.01,0,0,0,0,0.04
2017-01,92.78,2.55,2.17,0.93,0.36,0.45,0.04,0.14,0.06,0.04,0.09,0.06,0,0.08,0.03,0,0.05,0.08,0,0.01,0.03,0.01,0.01,0,0,0,0.04
2017-02,92.35,2.91,2.17,1.01,0.35,0.42,0.03,0.14,0.07,0.03,0.11,0.07,0,0.12,0.03,0,0.04,0.05,0,0.01,0.04,0.01,0,0,0,0,0.03
2017-03,92.31,2.96,2.2,1.05,0.35,0.38,0.03,0.16,0.08,0.03,0.11,0.05,0,0.12,0.02,0,0.04,0.04,0,0.01,0.03,0.01,0,0,0,0,0.03
2017-04,92.48,2.89,2.01,1.11,0.35,0.36,0.03,0.16,0.09,0.02,0.12,0.04,0,0.14,0.03,0,0.05,0.04,0,0.01,0.02,0.01,0.01,0,0,0,0.03
2017-05,92.06,2.92,2.07,1.39,0.34,0.35,0.03,0.16,0.11,0.03,0.14,0.03,0,0.14,0.03,0,0.09,0.04,0,0.01,0.02,0.01,0,0,0,0,0.03
2017-06,91.88,2.88,2.18,1.45,0.38,0.38,0.02,0.17,0.12,0.03,0.16,0.05,0,0.08,0.03,0,0.08,0.05,0,0.01,0.02,0.01,0,0,0,0,0.03
2017-07,92.01,2.55,2.23,1.44,0.49,0.4,0.02,0.18,0.1,0.02,0.15,0.07,0,0.14,0.03,0,0.04,0.04,0,0.01,0.03,0.01,0,0,0,0,0.03
2017-08,91.64,2.52,2.32,1.53,0.5,0.36,0.02,0.2,0.1,0.02,0.16,0.08,0,0.21,0.04,0,0.18,0.04,0,0.01,0.03,0.01,0,0,0,0,0.03
2017-09,91.84,2.59,2.33,1.42,0.41,0.39,0.02,0.21,0.1,0.02,0.16,0.07,0,0.09,0.03,0,0.22,0.03,0,0.01,0.02,0.01,0,0,0,0,0.03
2017-10,91.47,2.75,2.25,1.8,0.41,0.42,0.02,0.23,0.11,0.02,0.16,0.08,0,0.07,0.03,0,0.05,0.04,0,0.01,0.03,0.01,0,0,0,0,0.03
2017-11,92.06,2.76,1.73,1.64,0.36,0.5,0.01,0.22,0.16,0.01,0.17,0.08,0,0.07,0.03,0,0.05,0.04,0,0.01,0.04,0.01,0,0,0,0,0.04
2017-12,91.79,2.75,1.61,1.66,0.39,0.57,0.01,0.23,0.16,0.01,0.16,0.09,0,0.35,0.03,0,0.05,0.04,0,0.01,0.04,0.01,0,0,0,0,0.04
2018-01,91.74,2.76,1.83,1.39,0.36,0.58,0.01,0.23,0.16,0,0.13,0.11,0,0.45,0.03,0,0.05,0.04,0,0.01,0.05,0.01,0,0,0,0,0.04
2018-02,91.63,2.71,1.94,1.29,0.33,0.63,0.01,0.2,0.19,0,0.12,0.1,0,0.62,0.04,0,0.05,0.04,0,0.01,0.05,0.01,0,0,0,0,0.04
2018-03,91.24,3.07,2.13,1.5,0.23,0.68,0.01,0.25,0.19,0,0.16,0.09,0,0.22,0.04,0,0.02,0.04,0,0.01,0.06,0.01,0,0,0,0,0.04
2018-04,90.61,3.24,2.09,2.04,0.18,0.68,0.01,0.28,0.17,0,0.17,0.1,0,0.24,0.04,0,0,0.04,0,0.01,0.06,0.01,0,0,0,0,0.05
2018-05,90.14,3.24,2.08,2.18,0.18,0.62,0.01,0.28,0.17,0,0.13,0.12,0,0.58,0.04,0,0.01,0.04,0,0.01,0.1,0.01,0,0,0,0,0.05
2018-06,90.31,3.2,2.06,1.98,0.19,0.62,0.01,0.28,0.17,0,0.11,0.14,0,0.56,0.05,0,0.07,0.03,0,0,0.15,0.02,0,0,0,0,0.05
2018-07,90.46,3.13,2.21,1.94,0.23,0.61,0.01,0.27,0.16,0,0.11,0.1,0,0.39,0.04,0,0.1,0.03,0,0,0.13,0.02,0,0,0,0,0.05
2018-08,90.91,3.18,2.46,1.37,0.23,0.58,0.01,0.28,0.15,0,0.09,0.12,0,0.31,0.04,0,0.07,0.03,0,0,0.06,0.02,0,0,0,0,0.05
2018-09,92.31,2.27,2.51,0.85,0.31,0.61,0.01,0.33,0.18,0,0.08,0.1,0,0.18,0.04,0,0.08,0.04,0,0,0.02,0.02,0,0,0,0,0.05
2018-10,92.74,2.17,2.32,0.81,0.29,0.6,0.01,0.32,0.13,0,0.06,0.09,0,0.22,0.03,0,0.08,0.04,0,0,0.02,0.01,0,0,0,0,0.05
2018-11,92.37,2.37,2.25,0.96,0.3,0.63,0.01,0.36,0.13,0,0.07,0.08,0,0.22,0.03,0,0.1,0.04,0,0,0.01,0.01,0,0,0,0,0.05
2018-12,92.25,2.41,2.07,1.01,0.48,0.63,0.01,0.44,0.11,0,0.06,0.07,0,0.22,0.03,0,0.09,0.04,0,0,0.01,0.01,0,0,0,0,0.05
2019-01,92.86,2.41,1.82,0.89,0.35,0.59,0.01,0.41,0.1,0,0.05,0.06,0,0.19,0.03,0,0.12,0.03,0,0,0.01,0.01,0,0,0,0,0.05
2019-02,92.92,2.38,1.79,1.03,0.33,0.55,0.01,0.38,0.09,0,0.04,0.07,0,0.18,0.03,0,0.08,0.04,0,0,0.01,0.01,0,0,0,0,0.05
2019-03,92.51,2.45,1.83,0.95,0.6,0.55,0.01,0.38,0.09,0,0.05,0.14,0,0.22,0.03,0,0.08,0.04,0,0,0.01,0.01,0,0,0,0,0.06
2019-04,92.81,2.38,1.89,1.02,0.29,0.54,0.01,0.36,0.13,0,0.05,0.19,0,0.1,0.03,0,0.07,0.03,0,0,0.01,0.01,0,0,0,0,0.06
2019-05,91.89,2.41,2.76,0.94,0.32,0.52,0.01,0.38,0.14,0,0.04,0.24,0,0.1,0.04,0,0.1,0.03,0,0,0.01,0.01,0,0,0,0,0.05
2019-06,92.62,2.51,1.78,1.11,0.33,0.54,0.01,0.4,0.14,0,0.04,0.2,0,0.09,0.04,0,0.07,0.03,0,0,0.01,0.01,0,0,0,0,0.05
2019-07,92.18,2.62,1.86,1.21,0.37,0.55,0,0.54,0.12,0,0.04,0.18,0,0.07,0.04,0,0.07,0.03,0.04,0,0.01,0.01,0,0,0,0,0.05
2019-08,92.37,2.63,1.8,1.1,0.36,0.51,0,0.55,0.13,0,0.04,0.15,0,0.06,0.04,0,0.05,0.03,0.11,0,0.01,0.01,0,0,0,0,0.05
2019-09,92.96,2.34,1.64,0.92,0.39,0.47,0.01,0.43,0.12,0,0.04,0.24,0,0.09,0.03,0,0.08,0.03,0.14,0,0.01,0.01,0,0,0,0,0.05
2019-10,92.78,2.55,1.61,0.9,0.35,0.5,0.01,0.4,0.08,0,0.04,0.34,0,0.11,0.02,0,0.06,0.03,0.13,0,0.01,0.02,0,0,0,0,0.05
2019-11,92.95,2.31,1.6,0.85,0.54,0.55,0,0.41,0.1,0,0.04,0.25,0,0.1,0.02,0,0.03,0.03,0.13,0,0.01,0.02,0,0,0,0,0.05
2019-12,92.71,2.32,1.59,1.06,0.5,0.56,0,0.43,0.11,0,0.03,0.29,0,0.11,0.02,0,0.02,0.03,0.13,0,0.01,0.02,0,0,0,0,0.05
2020-01,92.51,2.45,1.64,1.1,0.38,0.54,0,0.44,0.08,0,0.03,0.44,0,0.08,0.03,0,0.02,0.03,0.14,0,0.01,0.02,0,0,0,0,0.06
2020-02,92.07,2.44,1.62,1.49,0.4,0.54,0.01,0.42,0.13,0,0.06,0.43,0,0.1,0.03,0,0.02,0.03,0.13,0,0.01,0.02,0,0,0,0,0.05
2020-03,91.98,2.55,1.66,1.44,0.45,0.52,0,0.41,0.22,0,0.07,0.29,0,0.09,0.03,0,0.02,0.03,0.14,0,0.01,0.02,0,0,0,0,0.05
2020-04,91.89,2.79,1.87,1.1,0.44,0.54,0,0.45,0.12,0,0.14,0.29,0,0.05,0.03,0,0.02,0.03,0.15,0,0.01,0.02,0,0,0,0,0.05
2020-05,92.06,2.61,1.79,1.16,0.56,0.52,0,0.47,0.14,0,0.06,0.28,0,0.04,0.04,0,0.03,0.02,0.14,0,0.01,0.02,0,0,0,0,0.05
2020-06,91.75,2.75,1.7,1.02,0.92,0.47,0,0.49,0.15,0,0.05,0.33,0,0.04,0.05,0,0.05,0.02,0.12,0,0.01,0.02,0,0,0,0,0.05
2020-07,92.17,2.78,1.6,0.92,0.85,0.44,0,0.5,0.1,0,0.05,0.22,0,0.04,0.04,0,0.06,0.02,0.11,0,0.01,0.02,0,0,0,0,0.05
2020-08,92.05,2.83,1.65,0.98,0.76,0.42,0,0.53,0.16,0,0.05,0.23,0,0.03,0.04,0,0.04,0.01,0.11,0,0.02,0.03,0,0,0,0,0.05
2020-09,92.27,2.83,1.58,1.14,0.5,0.43,0,0.5,0.17,0,0.05,0.2,0,0.03,0.03,0,0.03,0.02,0.11,0,0.03,0.02,0,0,0,0,0.05
2020-10,92.71,2.73,1.47,1.08,0.41,0.44,0,0.49,0.13,0,0.04,0.16,0,0.04,0.03,0,0.04,0.02,0.12,0,0.02,0.02,0,0,0,0,0.05
2020-11,92.16,2.88,1.52,1.14,0.51,0.43,0,0.61,0.13,0,0.04,0.21,0,0.04,0.03,0,0.04,0.02,0.14,0,0.02,0.02,0,0,0,0,0.06
2020-12,91.38,2.69,1.46,1.36,1,0.46,0,0.6,0.18,0,0.04,0.49,0,0.04,0.02,0,0.03,0.01,0.13,0,0.03,0.02,0,0,0,0,0.05
2021-01,91.86,2.71,1.46,1.13,0.87,0.44,0,0.66,0.15,0,0.04,0.35,0,0.03,0.03,0,0.03,0.01,0.13,0,0.02,0.02,0,0,0,0,0.05
2021-02,92.05,2.69,1.47,1.33,0.65,0.46,0,0.64,0.11,0,0.04,0.23,0,0.03,0.03,0,0.02,0.01,0.13,0,0.02,0.02,0,0,0,0,0.05
2021-03,92.4,2.45,1.48,1.31,0.55,0.47,0,0.59,0.12,0,0.04,0.26,0,0.03,0.03,0,0.02,0.01,0.13,0,0.02,0.02,0,0,0,0,0.05
2021-04,92.26,2.29,1.52,1.47,0.57,0.45,0,0.58,0.11,0,0.04,0.41,0,0.02,0.03,0,0.02,0.01,0.13,0,0.02,0.02,0,0,0,0,0.05
2021-05,92.2,2.27,1.5,1.45,0.68,0.44,0,0.59,0.12,0,0.03,0.39,0,0.03,0.04,0,0.02,0.01,0.13,0,0.01,0.03,0,0,0,0,0.05
2021-06,92.47,2.31,1.53,1.29,0.8,0.35,0,0.6,0.11,0,0.02,0.18,0,0.02,0.04,0,0.01,0.01,0.12,0,0.01,0.06,0,0,0,0,0.06
2021-07,91.84,2.33,1.47,1.5,1.38,0,0,0.6,0.14,0,0.02,0.38,0,0.02,0.05,0,0,0.01,0.11,0,0.02,0.04,0,0,0,0,0.08
2021-08,92.03,2.48,1.5,1.4,1.2,0,0,0.63,0.12,0,0.03,0.25,0,0.02,0.05,0,0,0.01,0.11,0,0.02,0.05,0,0,0,0,0.1
2021-09,92.04,2.66,1.48,1.64,0.9,0,0,0.61,0.1,0,0.05,0.15,0,0.03,0.03,0,0,0.01,0.12,0,0.01,0.05,0,0,0,0,0.1
2021-10,91.66,2.74,1.5,1.91,0.96,0,0,0.6,0.1,0,0.06,0.12,0,0.03,0.02,0,0,0.02,0.12,0,0.01,0.05,0,0,0,0,0.1
2021-11,91.42,3.14,1.53,1.75,0.92,0,0,0.66,0.11,0,0.02,0.1,0,0.02,0.02,0,0,0.01,0.13,0,0.01,0.05,0,0,0,0,0.11
2021-12,91.94,2.86,1.5,1.37,1.1,0,0,0.67,0.12,0,0.02,0.06,0,0.02,0.02,0,0,0.01,0.12,0,0.01,0.05,0,0,0,0,0.12
2022-01,91.9,2.88,1.51,1.14,1.28,0,0,0.69,0.12,0,0.02,0.07,0,0.02,0.03,0,0,0.01,0.12,0,0.01,0.06,0,0,0,0,0.13
2022-02,92,2.97,1.51,1.18,1.06,0,0,0.69,0.11,0,0.02,0.06,0,0.02,0.03,0,0,0.01,0.12,0,0.01,0.07,0,0,0,0,0.13
2022-03,91.56,3.1,1.47,1.5,1.07,0,0,0.69,0.12,0,0.03,0.05,0,0.02,0.03,0,0,0.01,0.12,0,0.01,0.06,0,0,0,0,0.16
2022-04,92.09,3.02,1.39,1.27,0.87,0,0,0.68,0.12,0,0.03,0.07,0,0.03,0.04,0,0,0.01,0.15,0,0.01,0.06,0,0,0,0,0.16
2022-05,92.48,3.08,1.3,0.79,1.05,0,0,0.62,0.15,0,0.03,0.06,0,0.02,0.04,0,0,0.01,0.13,0,0.01,0.06,0,0,0,0,0.15
2022-06,91.86,3.2,1.32,0.77,1.52,0,0,0.64,0.17,0,0.02,0.05,0,0.02,0.06,0,0,0.02,0.11,0,0.01,0.07,0,0,0,0,0.15
2022-07,91.46,3.29,1.34,0.91,1.48,0,0,0.71,0.2,0,0.03,0.15,0,0.02,0.06,0,0,0.02,0.11,0,0.01,0.08,0,0,0,0,0.15
2022-08,92,3.34,1.34,0.83,0.96,0,0,0.71,0.21,0,0.08,0.11,0,0.02,0.05,0,0,0.01,0.11,0,0.01,0.06,0,0,0,0,0.15
2022-09,92.42,3.45,1.32,0.65,0.78,0,0,0.62,0.2,0,0.06,0.08,0,0.02,0.04,0,0,0.01,0.11,0,0.01,0.06,0,0,0,0,0.14
2022-10,92.34,3.59,1.31,0.58,0.82,0,0.01,0.62,0.17,0,0.05,0.1,0,0.03,0.03,0,0,0.01,0.11,0,0.01,0.09,0,0,0,0,0.14
2022-11,92.21,3.42,1.23,0.78,0.97,0,0.01,0.6,0.17,0,0.07,0.12,0,0.02,0.02,0,0,0,0.1,0,0.01,0.15,0,0,0,0,0.12
2022-12,92.58,3.03,1.24,0.73,1,0,0.01,0.58,0.19,0,0.06,0.15,0,0.04,0.03,0,0,0,0.1,0,0.01,0.14,0,0,0,0,0.12
2023-01,92.9,3.03,1.21,0.65,0.85,0,0,0.58,0.21,0,0.04,0.12,0,0.02,0.03,0,0,0,0.1,0,0.01,0.13,0,0,0,0,0.11
2023-02,93.37,2.81,1.13,0.45,0.84,0,0,0.52,0.24,0,0.04,0.11,0,0.02,0.03,0,0,0,0.08,0,0.01,0.2,0,0,0,0,0.14
2023-03,93.21,2.86,1.13,0.43,0.97,0,0,0.54,0.23,0,0.04,0.11,0,0.02,0.04,0,0,0,0.09,0,0.01,0.2,0,0,0,0,0.12
2023-04,92.82,2.76,1.11,0.45,1.43,0,0,0.54,0.24,0,0.04,0.1,0,0.02,0.04,0,0,0,0.08,0,0.01,0.22,0,0,0,0,0.13
2023-05,93.11,2.77,1.11,0.49,1.15,0,0,0.51,0.21,0,0.04,0.09,0,0.02,0.04,0,0,0,0.08,0,0.01,0.23,0,0,0,0,0.12
2023-06,92.64,2.77,1.09,0.84,1.17,0,0,0.51,0.21,0,0.04,0.19,0,0.04,0.06,0,0,0,0.08,0,0.01,0.26,0,0,0,0,0.09
2023-07,92.07,2.99,1.17,0.94,1.37,0,0,0.56,0.21,0,0.11,0.14,0,0.06,0.07,0,0,0,0.1,0,0.01,0.14,0,0,0,0,0.06
2023-08,91.85,3.03,1.17,1.06,1.49,0,0,0.54,0.19,0.01,0.16,0.08,0,0.06,0.06,0,0,0,0.1,0,0.01,0.14,0,0,0,0,0.06
2023-09,91.58,3.01,1.24,1,1.81,0,0,0.58,0.18,0.01,0.08,0.09,0,0.04,0.04,0,0,0.02,0.1,0,0.01,0.14,0,0,0,0,0.06
2023-10,91.56,3.1,1.2,1.02,1.84,0,0,0.54,0.18,0.01,0.08,0.07,0,0.03,0.03,0,0,0,0.11,0,0.01,0.14,0,0,0,0,0.06
2023-11,91.54,3.2,1.22,0.93,1.78,0,0.01,0.55,0.22,0.02,0.08,0.06,0,0.03,0.03,0,0,0,0.1,0,0.01,0.15,0,0,0,0,0.06
2023-12,91.62,3.37,1.12,0.96,1.65,0,0,0.51,0.21,0.01,0.09,0.07,0,0.03,0.03,0,0,0,0.1,0,0.01,0.16,0,0,0,0,0.06
2024-01,91.47,3.43,1.1,0.83,1.78,0,0,0.54,0.27,0.02,0.09,0.07,0,0.04,0.03,0,0,0,0.09,0,0.01,0.17,0,0,0,0,0.06
2024-02,91.61,3.32,1.08,0.77,1.83,0,0,0.53,0.27,0.02,0.11,0.07,0,0.04,0.03,0,0,0,0.09,0,0.01,0.14,0,0,0,0,0.07
2024-03,91.38,3.35,1.1,1,1.65,0,0,0.53,0.29,0.01,0.22,0.07,0,0.04,0.03,0,0,0.01,0.09,0,0.01,0.15,0,0,0,0,0.06
2024-04,90.91,3.64,1.13,1.15,1.61,0,0,0.55,0.31,0.01,0.18,0.09,0,0.04,0.04,0,0,0,0.09,0,0.01,0.18,0,0,0,0,0.06
2024-05,90.8,3.72,1.2,0.92,1.58,0,0,0.56,0.5,0.01,0.19,0.1,0,0.05,0.06,0,0,0,0.09,0,0.01,0.16,0,0,0,0,0.05
2024-06,91.06,3.72,1.26,0.87,1.45,0,0,0.6,0.39,0.02,0.14,0.09,0,0.04,0.06,0,0,0,0.1,0,0.01,0.12,0,0,0,0,0.06
2024-07,91.02,3.88,1.24,0.91,1.37,0,0,0.62,0.37,0.02,0.12,0.08,0,0.03,0.05,0,0,0,0.1,0,0.01,0.13,0,0,0,0,0.06
2024-08,90.5,3.91,1.32,0.79,1.95,0,0,0.64,0.3,0.02,0.11,0.06,0,0.04,0.05,0,0,0,0.11,0,0.01,0.14,0,0,0,0,0.06
2024-09,90,3.96,1.35,0.81,2.35,0,0,0.65,0.32,0.02,0.11,0.04,0,0.02,0.05,0,0,0,0.11,0,0.01,0.13,0,0,0,0,0.07
2024-10,89.34,4.16,1.33,0.82,2.78,0,0,0.69,0.35,0.02,0.09,0.03,0,0.02,0.03,0,0,0,0.11,0,0.01,0.15,0,0,0,0,0.06
